Date,Open,High,Low,Close,Volume
26-Apr-10,2.92,3.09,2.92,3.00,59537
23-Apr-10,3.10,3.10,2.94,2.94,51814
22-Apr-10,2.98,3.04,2.90,2.94,33054
21-Apr-10,3.23,3.25,2.86,2.93,140782
20-Apr-10,3.20,3.42,3.05,3.24,129655
19-Apr-10,2.88,3.17,2.85,3.10,252854
16-Apr-10,2.76,2.90,2.76,2.90,92356
15-Apr-10,2.71,2.84,2.70,2.84,46830
14-Apr-10,2.74,2.79,2.67,2.67,47067
13-Apr-10,2.70,2.77,2.65,2.65,16793
12-Apr-10,2.68,2.90,2.63,2.70,98708
9-Apr-10,2.79,2.79,2.63,2.64,85670
8-Apr-10,2.65,2.76,2.62,2.71,44031
7-Apr-10,2.63,2.74,2.62,2.62,54027
6-Apr-10,2.86,2.86,2.62,2.68,71811
5-Apr-10,2.90,2.90,2.70,2.81,131284
2-Apr-10,2.86,2.86,2.86,2.86,0
1-Apr-10,2.86,2.86,2.86,2.86,0
31-Mar-10,2.29,2.84,2.29,2.61,304377
30-Mar-10,2.32,2.34,2.27,2.32,14960
29-Mar-10,2.31,2.34,2.26,2.27,37560
26-Mar-10,2.41,2.45,2.32,2.35,14720
25-Mar-10,2.42,2.45,2.40,2.40,18437
24-Mar-10,2.42,2.46,2.29,2.43,56603
23-Mar-10,2.38,2.44,2.35,2.44,13422
22-Mar-10,2.30,2.41,2.30,2.30,26696
19-Mar-10,2.32,2.46,2.28,2.28,32521
18-Mar-10,2.39,2.50,2.30,2.30,80077
17-Mar-10,2.52,2.58,2.36,2.36,46574
16-Mar-10,2.40,2.45,2.40,2.44,16114
15-Mar-10,2.50,2.55,2.35,2.39,52408
12-Mar-10,2.65,2.65,2.50,2.50,23138
11-Mar-10,2.54,2.68,2.54,2.65,46550
10-Mar-10,2.60,2.62,2.50,2.52,15336
9-Mar-10,2.55,2.67,2.50,2.57,35211
8-Mar-10,2.58,2.65,2.49,2.61,32568
5-Mar-10,2.44,2.48,2.40,2.45,35445
4-Mar-10,2.36,2.42,2.34,2.42,3700
3-Mar-10,2.30,2.48,2.25,2.35,28492
2-Mar-10,2.33,2.50,2.33,2.37,23264
1-Mar-10,2.42,2.50,2.35,2.35,13850
26-Feb-10,2.46,2.55,2.37,2.42,25849
25-Feb-10,2.46,2.54,2.46,2.50,18600
24-Feb-10,2.48,2.48,2.37,2.46,12500
23-Feb-10,2.46,2.58,2.36,2.40,29902
22-Feb-10,2.59,2.59,2.48,2.51,25451
19-Feb-10,2.55,2.59,2.50,2.58,18891
18-Feb-10,2.55,2.60,2.51,2.56,14848
17-Feb-10,2.55,2.62,2.55,2.60,1920
16-Feb-10,2.52,2.60,2.49,2.60,17543
15-Feb-10,2.57,2.57,2.57,2.57,0
12-Feb-10,2.57,2.57,2.57,2.57,0
11-Feb-10,2.48,2.61,2.48,2.57,11750
10-Feb-10,2.50,2.62,2.45,2.49,33656
9-Feb-10,2.50,2.56,2.49,2.52,29605
8-Feb-10,2.53,2.63,2.50,2.50,22377
5-Feb-10,2.61,2.74,2.51,2.55,17723
4-Feb-10,2.82,2.84,2.62,2.75,14507
3-Feb-10,2.75,2.80,2.72,2.79,15279
2-Feb-10,2.71,2.77,2.70,2.72,15171
1-Feb-10,2.64,2.70,2.62,2.66,12768
29-Jan-10,2.75,2.75,2.62,2.62,49717
28-Jan-10,2.82,2.87,2.75,2.75,9340
27-Jan-10,2.84,2.90,2.76,2.84,22843
26-Jan-10,2.78,2.78,2.74,2.74,8050
25-Jan-10,2.90,2.90,2.75,2.84,12810
22-Jan-10,2.86,2.90,2.75,2.87,23846
21-Jan-10,2.87,2.97,2.70,2.89,81491
20-Jan-10,2.88,2.91,2.79,2.84,18506
19-Jan-10,2.81,2.91,2.81,2.88,36716
18-Jan-10,2.84,2.84,2.84,2.84,0
15-Jan-10,2.84,2.84,2.84,2.84,0
14-Jan-10,2.86,2.92,2.86,2.89,43700
13-Jan-10,2.90,2.90,2.79,2.83,33997
12-Jan-10,2.90,2.90,2.86,2.90,22875
11-Jan-10,2.82,2.92,2.82,2.88,29173
8-Jan-10,2.81,2.90,2.80,2.85,28922
7-Jan-10,2.80,2.90,2.80,2.87,66313
6-Jan-10,2.79,2.80,2.68,2.80,16233
5-Jan-10,2.70,2.76,2.64,2.72,63495
4-Jan-10,2.54,2.65,2.40,2.61,85324
1-Jan-10,2.51,2.51,2.51,2.51,0
31-Dec-09,2.51,2.51,2.51,2.51,0
30-Dec-09,2.65,2.69,2.54,2.54,56467
29-Dec-09,2.64,2.72,2.60,2.60,35723
28-Dec-09,2.75,2.76,2.65,2.65,38932
25-Dec-09,2.76,2.76,2.76,2.76,0
24-Dec-09,2.81,2.83,2.74,2.76,14857
23-Dec-09,2.80,2.81,2.74,2.81,31967
22-Dec-09,2.80,2.85,2.73,2.74,22821
21-Dec-09,2.90,2.90,2.77,2.80,20058
18-Dec-09,2.90,2.90,2.80,2.86,22930
17-Dec-09,2.80,2.95,2.80,2.89,6245
16-Dec-09,2.94,2.95,2.79,2.79,10152
15-Dec-09,2.78,2.94,2.78,2.94,16300
14-Dec-09,2.94,2.95,2.77,2.85,17850
11-Dec-09,2.92,2.99,2.89,2.94,9063
10-Dec-09,2.98,3.00,2.86,2.86,47651
9-Dec-09,2.97,3.00,2.91,2.98,76610
8-Dec-09,2.60,3.00,2.60,2.98,115864
7-Dec-09,2.62,2.74,2.57,2.60,35899
4-Dec-09,2.61,2.75,2.61,2.64,27982
3-Dec-09,2.87,2.95,2.58,2.58,92397
2-Dec-09,2.91,3.00,2.87,2.87,19536
1-Dec-09,2.99,3.00,2.95,3.00,16329
30-Nov-09,2.86,3.00,2.86,2.99,15689
27-Nov-09,2.90,2.99,2.85,2.88,18300
26-Nov-09,2.97,2.97,2.97,2.97,0
25-Nov-09,2.91,3.00,2.91,2.97,59904
24-Nov-09,2.97,3.00,2.91,2.91,52056
23-Nov-09,3.00,3.00,2.90,2.98,55533
20-Nov-09,2.99,3.00,2.98,2.98,50493
19-Nov-09,2.94,3.00,2.94,3.00,28151
18-Nov-09,3.14,3.20,2.83,2.99,208359
17-Nov-09,3.16,3.23,3.07,3.20,31191
16-Nov-09,3.20,3.23,3.15,3.23,16498
13-Nov-09,3.23,3.23,3.10,3.16,27865
12-Nov-09,3.17,3.23,3.08,3.20,15445
11-Nov-09,3.14,3.25,3.07,3.13,40513
10-Nov-09,3.19,3.25,3.00,3.16,46403
9-Nov-09,3.16,3.29,3.11,3.20,54803
6-Nov-09,3.11,3.22,3.00,3.17,15800
5-Nov-09,3.11,3.25,3.08,3.21,24885
4-Nov-09,3.05,3.17,2.95,3.15,28600
3-Nov-09,3.05,3.12,3.02,3.05,29328
2-Nov-09,3.07,3.12,3.04,3.09,33216
30-Oct-09,3.10,3.17,2.95,3.00,28370
29-Oct-09,2.85,3.18,2.85,3.10,31899
28-Oct-09,3.01,3.04,2.85,2.90,53178
27-Oct-09,3.22,3.22,2.96,3.03,99172
26-Oct-09,3.24,3.29,3.15,3.20,41174
23-Oct-09,3.25,3.28,3.21,3.24,16205
22-Oct-09,3.25,3.31,3.18,3.23,6503
21-Oct-09,3.20,3.34,3.17,3.30,32892
20-Oct-09,3.27,3.30,3.16,3.19,37616
19-Oct-09,3.44,3.45,3.14,3.21,178186
16-Oct-09,3.61,3.63,3.45,3.51,27329
15-Oct-09,3.79,3.79,3.62,3.65,51527
14-Oct-09,3.39,3.84,3.39,3.80,109617
13-Oct-09,3.53,3.60,3.36,3.37,17220
12-Oct-09,3.36,3.58,3.36,3.42,34620
9-Oct-09,3.41,3.51,3.36,3.50,19716
8-Oct-09,3.58,3.60,3.42,3.49,24940
7-Oct-09,3.54,3.60,3.50,3.50,16149
6-Oct-09,3.55,3.59,3.33,3.49,54037
5-Oct-09,3.20,3.50,3.18,3.45,35901
2-Oct-09,3.13,3.23,3.13,3.17,35893
1-Oct-09,3.29,3.29,3.05,3.14,52110
30-Sep-09,3.30,3.33,3.21,3.24,32231
29-Sep-09,3.37,3.37,3.25,3.35,23774
28-Sep-09,3.50,3.50,3.20,3.37,152265
25-Sep-09,3.69,3.77,3.40,3.48,60237
24-Sep-09,3.90,3.94,3.66,3.66,47744
23-Sep-09,3.90,3.93,3.68,3.84,54885
22-Sep-09,3.84,3.99,3.65,3.72,51350
21-Sep-09,3.60,3.90,3.55,3.77,81702
18-Sep-09,3.61,3.80,3.61,3.74,41067
17-Sep-09,3.37,3.78,3.37,3.65,198544
16-Sep-09,3.32,3.40,3.32,3.37,84371
15-Sep-09,3.25,3.30,3.22,3.28,39122
14-Sep-09,3.14,3.25,3.13,3.22,25135
11-Sep-09,3.20,3.20,3.05,3.14,38690
10-Sep-09,3.15,3.20,3.11,3.20,61463
9-Sep-09,3.03,3.20,3.01,3.19,119352
8-Sep-09,2.95,3.15,2.95,3.08,48807
4-Sep-09,3.00,3.00,2.90,2.95,35424
3-Sep-09,2.90,2.99,2.90,2.95,8415
2-Sep-09,2.76,2.99,2.76,2.90,17810
1-Sep-09,2.90,3.03,2.83,2.87,49851
31-Aug-09,2.90,2.90,2.88,2.88,24880
28-Aug-09,2.92,3.06,2.85,2.96,27037
27-Aug-09,2.97,2.99,2.86,2.91,32701
26-Aug-09,3.00,3.15,3.00,3.03,11830
25-Aug-09,3.05,3.05,3.00,3.04,22914
24-Aug-09,3.09,3.19,3.02,3.09,67445
21-Aug-09,2.82,3.08,2.82,3.08,36350
20-Aug-09,2.83,2.92,2.83,2.86,24439
19-Aug-09,2.81,2.84,2.75,2.81,32403
18-Aug-09,2.92,2.95,2.75,2.88,75600
17-Aug-09,2.95,2.97,2.80,2.93,68196
14-Aug-09,3.11,3.21,2.91,3.05,112395
13-Aug-09,3.39,3.39,3.02,3.16,99085
12-Aug-09,2.97,3.39,2.97,3.30,81550
10-Aug-09,3.47,3.47,3.26,3.29,36396
7-Aug-09,3.31,3.31,3.21,3.22,73120
6-Aug-09,3.57,3.57,3.31,3.36,49195
5-Aug-09,3.35,3.57,3.32,3.57,92734
4-Aug-09,3.40,3.51,3.30,3.35,149154
3-Aug-09,3.09,3.46,3.00,3.40,175248
31-Jul-09,3.02,3.09,2.98,3.00,17395
30-Jul-09,3.14,3.14,2.98,3.09,40182
29-Jul-09,3.02,3.07,3.00,3.01,19461
28-Jul-09,3.20,3.20,3.00,3.10,80190
27-Jul-09,2.80,3.20,2.80,3.20,147537
24-Jul-09,2.80,3.06,2.76,2.81,73158
23-Jul-09,2.74,3.20,2.74,2.88,271234
22-Jul-09,2.50,2.87,2.41,2.79,126523
21-Jul-09,2.75,2.75,2.56,2.59,41094
20-Jul-09,2.54,2.78,2.53,2.70,65382
17-Jul-09,2.65,2.65,2.50,2.57,22872
16-Jul-09,2.58,2.60,2.47,2.59,21066
15-Jul-09,2.54,2.58,2.50,2.58,54423
14-Jul-09,2.28,2.44,2.26,2.44,54232
13-Jul-09,2.33,2.33,2.16,2.23,84227
10-Jul-09,2.36,2.50,2.20,2.26,57369
9-Jul-09,2.50,2.54,2.32,2.35,52216
8-Jul-09,2.50,2.54,2.40,2.42,60731
7-Jul-09,2.60,2.60,2.47,2.52,45001
6-Jul-09,2.70,2.74,2.61,2.63,10381
3-Jul-09,2.66,2.66,2.66,2.66,0
2-Jul-09,2.77,2.81,2.60,2.66,78008
1-Jul-09,2.80,2.87,2.70,2.83,29910
30-Jun-09,2.72,2.95,2.70,2.75,61403
29-Jun-09,2.75,2.84,2.66,2.77,53812
26-Jun-09,2.45,2.75,2.45,2.73,72150
25-Jun-09,2.40,2.49,2.40,2.46,50817
24-Jun-09,2.45,2.52,2.35,2.40,40750
23-Jun-09,2.55,2.55,2.30,2.41,35480
22-Jun-09,2.61,2.67,2.50,2.50,76826
19-Jun-09,2.63,2.70,2.46,2.61,173584
18-Jun-09,2.66,2.73,2.52,2.56,80915
17-Jun-09,3.00,3.04,2.52,2.69,190593
16-Jun-09,3.00,3.07,2.76,2.88,168655
15-Jun-09,3.15,3.23,2.90,2.96,148536
12-Jun-09,3.44,3.44,3.16,3.23,93954
11-Jun-09,3.34,3.63,3.30,3.31,116006
10-Jun-09,3.62,3.62,3.20,3.22,85091
9-Jun-09,3.30,3.78,3.16,3.45,147690
8-Jun-09,3.15,3.27,3.15,3.15,53005
5-Jun-09,3.50,3.50,3.15,3.16,116138
4-Jun-09,3.46,3.47,3.25,3.36,51223
3-Jun-09,3.45,3.61,3.32,3.32,61114
2-Jun-09,3.58,3.63,3.50,3.60,88839
1-Jun-09,3.52,3.79,3.30,3.44,192339
29-May-09,3.82,3.91,3.52,3.52,183690
28-May-09,4.17,4.18,3.76,3.92,126685
27-May-09,3.55,4.35,3.55,4.05,200211
26-May-09,3.90,4.00,3.56,3.69,361318
22-May-09,3.60,4.50,3.40,4.15,275309
21-May-09,3.62,3.74,3.35,3.46,62772
20-May-09,3.21,3.86,3.03,3.53,381217
19-May-09,3.47,3.55,2.98,3.23,164402
18-May-09,3.30,3.78,3.07,3.40,552474
15-May-09,2.49,2.68,2.49,2.49,29707
14-May-09,2.70,2.81,2.33,2.60,103803
13-May-09,2.90,2.99,2.61,2.64,96120
12-May-09,3.30,3.30,2.90,3.00,49334
11-May-09,3.28,3.30,2.99,3.16,59535
8-May-09,2.97,3.20,2.80,3.20,64327
7-May-09,3.16,3.20,2.81,2.87,85096
6-May-09,3.24,3.70,2.68,3.10,211905
5-May-09,2.35,3.14,2.34,3.12,223235
4-May-09,2.16,2.35,2.16,2.24,52516
1-May-09,2.35,2.35,2.17,2.19,41850
30-Apr-09,2.29,2.35,2.23,2.35,33542
29-Apr-09,2.08,2.29,2.08,2.25,55575
28-Apr-09,2.08,2.24,2.01,2.03,36095
27-Apr-09,2.13,2.25,2.13,2.13,39297
24-Apr-09,2.15,2.25,2.13,2.24,66397
23-Apr-09,2.16,2.19,2.06,2.11,16142
22-Apr-09,2.17,2.19,2.13,2.16,20301
21-Apr-09,2.10,2.20,1.90,2.15,55711
20-Apr-09,2.26,2.27,2.15,2.18,68357
17-Apr-09,2.24,2.30,2.11,2.26,91475
16-Apr-09,2.03,2.24,2.00,2.20,109022
15-Apr-09,1.91,2.20,1.86,1.96,34435
14-Apr-09,2.15,2.15,1.91,2.05,34680
13-Apr-09,2.17,2.17,2.03,2.09,45801
10-Apr-09,2.13,2.13,2.13,2.13,0
9-Apr-09,1.95,2.15,1.95,2.13,102452
8-Apr-09,2.00,2.00,1.95,1.95,29133
7-Apr-09,1.88,2.02,1.88,1.98,33830
6-Apr-09,1.86,2.04,1.86,1.86,12189
3-Apr-09,1.82,1.99,1.80,1.85,28987
2-Apr-09,1.97,2.04,1.80,1.93,24128
1-Apr-09,1.78,1.87,1.75,1.84,23381
31-Mar-09,1.93,1.93,1.83,1.86,6664
30-Mar-09,1.89,1.89,1.75,1.86,27829
27-Mar-09,1.98,2.03,1.88,2.02,25575
26-Mar-09,1.96,1.99,1.85,1.96,42285
25-Mar-09,1.68,1.95,1.68,1.87,70988
24-Mar-09,1.62,1.70,1.62,1.66,22508
23-Mar-09,1.60,1.68,1.53,1.64,25186
20-Mar-09,1.58,1.59,1.52,1.58,14856
19-Mar-09,1.60,1.60,1.52,1.56,31148
18-Mar-09,1.55,1.59,1.51,1.58,17252
17-Mar-09,1.55,1.60,1.44,1.51,21870
16-Mar-09,1.59,1.60,1.41,1.51,32288
13-Mar-09,1.50,1.60,1.50,1.59,12295
12-Mar-09,1.54,1.60,1.43,1.55,28096
11-Mar-09,1.50,1.52,1.42,1.42,10421
10-Mar-09,1.42,1.49,1.40,1.48,15346
9-Mar-09,1.51,1.51,1.40,1.44,8969
6-Mar-09,1.40,1.52,1.40,1.47,4416
5-Mar-09,1.51,1.53,1.42,1.44,16749
4-Mar-09,1.40,1.51,1.40,1.50,18339
3-Mar-09,1.53,1.55,1.40,1.41,26268
2-Mar-09,1.71,1.71,1.52,1.53,10320
27-Feb-09,1.72,1.72,1.52,1.52,21409
26-Feb-09,1.67,1.67,1.59,1.62,5300
25-Feb-09,1.65,1.77,1.60,1.60,21137
24-Feb-09,1.65,1.68,1.65,1.67,28811
23-Feb-09,1.67,1.72,1.65,1.65,18947
20-Feb-09,1.80,1.80,1.72,1.76,26325
19-Feb-09,1.81,1.83,1.70,1.79,6794
18-Feb-09,1.69,1.82,1.65,1.65,5666
17-Feb-09,1.80,1.85,1.50,1.84,18166
13-Feb-09,1.91,1.94,1.82,1.88,3209
12-Feb-09,1.82,1.92,1.82,1.87,22747
11-Feb-09,1.98,1.98,1.83,1.83,4635
10-Feb-09,1.98,2.00,1.88,1.88,6600
9-Feb-09,1.98,1.98,1.90,1.97,11342
6-Feb-09,1.95,1.98,1.83,1.98,17200
5-Feb-09,1.90,1.90,1.81,1.89,22560
4-Feb-09,1.95,1.95,1.83,1.90,13600
3-Feb-09,1.98,1.98,1.82,1.91,12205
2-Feb-09,1.85,1.95,1.83,1.84,47216
30-Jan-09,1.90,1.98,1.88,1.88,7665
29-Jan-09,1.95,1.99,1.86,1.95,11344
28-Jan-09,1.97,2.00,1.91,1.95,5782
27-Jan-09,1.96,1.98,1.90,1.90,10154
26-Jan-09,2.01,2.01,1.86,1.91,44890
23-Jan-09,1.95,2.02,1.90,2.01,37008
22-Jan-09,1.96,2.05,1.95,2.02,7150
21-Jan-09,1.95,2.05,1.95,2.01,41075
20-Jan-09,2.02,2.13,2.00,2.03,58200
16-Jan-09,2.07,2.09,2.00,2.07,17650
15-Jan-09,2.12,2.12,2.00,2.06,43642
14-Jan-09,2.21,2.21,2.16,2.18,29678
13-Jan-09,2.20,2.27,2.20,2.21,44753
12-Jan-09,2.22,2.25,2.20,2.20,33189
9-Jan-09,2.30,2.30,2.20,2.28,29295
8-Jan-09,2.18,2.30,2.18,2.30,21021
7-Jan-09,2.22,2.31,2.20,2.24,94323
6-Jan-09,2.12,2.38,2.12,2.29,180671
5-Jan-09,2.12,2.12,2.01,2.10,56372
2-Jan-09,2.00,2.11,2.00,2.04,38565
1-Jan-09,2.01,2.01,2.01,2.01,0
31-Dec-08,2.01,2.12,1.97,2.01,70822
30-Dec-08,2.01,2.08,2.01,2.01,29692
29-Dec-08,2.02,2.09,2.01,2.02,29542
26-Dec-08,2.10,2.15,1.98,2.06,152066
25-Dec-08,2.10,2.10,2.10,2.10,0
24-Dec-08,2.10,2.15,2.10,2.10,10667
23-Dec-08,2.13,2.19,2.10,2.10,13768
22-Dec-08,2.12,2.18,2.10,2.18,22803
19-Dec-08,2.07,2.20,2.07,2.07,19728
18-Dec-08,2.10,2.20,2.10,2.13,54030
17-Dec-08,2.35,2.35,2.07,2.07,51590
16-Dec-08,2.04,2.18,2.04,2.09,19722
15-Dec-08,2.02,2.19,2.00,2.00,17140
12-Dec-08,2.01,2.11,2.01,2.04,9600
11-Dec-08,2.10,2.16,2.01,2.03,41182
10-Dec-08,2.26,2.30,2.00,2.05,120913
9-Dec-08,2.24,2.33,2.18,2.30,22273
8-Dec-08,2.31,2.38,2.14,2.28,59075
5-Dec-08,2.22,2.36,2.12,2.33,44950
4-Dec-08,2.36,2.48,2.29,2.33,15200
3-Dec-08,2.27,2.45,2.00,2.36,28123
2-Dec-08,2.14,2.48,2.04,2.42,73120
1-Dec-08,2.02,2.15,2.01,2.07,49742
28-Nov-08,1.92,2.01,1.92,2.01,8431
27-Nov-08,2.00,2.00,2.00,2.00,0
26-Nov-08,1.99,2.08,1.95,2.00,23475
25-Nov-08,2.00,2.04,1.93,1.95,65644
24-Nov-08,1.90,2.02,1.90,1.93,76120
21-Nov-08,2.00,2.02,1.90,1.91,139703
20-Nov-08,2.00,2.02,2.00,2.00,86493
19-Nov-08,2.00,2.12,2.00,2.00,147263
18-Nov-08,2.20,2.20,2.05,2.06,49624
17-Nov-08,2.34,2.34,2.18,2.21,29600
14-Nov-08,2.44,2.44,2.30,2.30,17700
13-Nov-08,2.31,2.43,2.30,2.43,67448
12-Nov-08,2.42,2.43,2.35,2.37,29960
11-Nov-08,2.48,2.48,2.35,2.42,35146
10-Nov-08,2.45,2.65,2.45,2.49,49359
7-Nov-08,2.56,2.56,2.42,2.49,77300
6-Nov-08,2.58,2.66,2.50,2.56,64100
5-Nov-08,2.64,2.65,2.53,2.60,71200
4-Nov-08,2.59,2.66,2.52,2.59,77300
3-Nov-08,2.64,2.90,2.51,2.61,82500
31-Oct-08,2.99,2.99,2.49,2.60,90500
30-Oct-08,2.34,2.35,2.25,2.35,69700
29-Oct-08,2.24,2.28,2.15,2.22,69700
28-Oct-08,2.19,2.20,2.06,2.16,42400
27-Oct-08,2.05,2.22,2.02,2.08,189900
24-Oct-08,2.27,2.34,2.15,2.17,92700
23-Oct-08,2.66,2.66,2.50,2.50,121000
22-Oct-08,2.69,2.82,2.60,2.61,196400
21-Oct-08,2.75,3.01,2.75,2.76,33300
20-Oct-08,2.81,3.09,2.66,2.87,25900
17-Oct-08,2.81,3.00,2.66,2.81,54800
16-Oct-08,2.90,3.20,2.70,2.84,55500
15-Oct-08,3.13,3.19,2.76,2.91,26100
14-Oct-08,3.01,3.25,2.91,3.07,40800
13-Oct-08,2.85,3.39,2.85,3.05,66300
10-Oct-08,2.81,2.90,2.40,2.81,117900
9-Oct-08,3.12,3.39,2.92,2.94,69200
8-Oct-08,3.10,3.16,3.00,3.00,118200
7-Oct-08,3.00,3.37,3.00,3.07,49800
6-Oct-08,3.79,3.80,3.05,3.33,152200
3-Oct-08,3.98,4.04,3.82,3.85,44100
2-Oct-08,4.06,4.09,3.90,4.00,81700
1-Oct-08,4.01,4.19,4.00,4.17,52200
30-Sep-08,4.10,4.14,4.00,4.10,66600
29-Sep-08,4.43,4.44,4.00,4.15,76200
26-Sep-08,4.34,5.09,4.20,4.40,455400
25-Sep-08,4.25,4.60,4.00,4.56,107700
24-Sep-08,4.50,4.56,4.30,4.30,76800
23-Sep-08,4.55,4.56,4.40,4.50,38800
22-Sep-08,4.76,4.80,4.48,4.50,60300
19-Sep-08,4.88,4.89,4.50,4.84,79200
18-Sep-08,4.92,4.95,4.18,4.49,145800
17-Sep-08,4.87,4.87,4.18,4.39,139100
16-Sep-08,4.41,4.90,4.40,4.78,93300
15-Sep-08,4.71,4.95,4.20,4.44,117400
12-Sep-08,4.90,5.07,4.75,4.76,97800
11-Sep-08,5.21,5.21,4.88,5.02,63700
10-Sep-08,5.01,5.17,4.78,5.16,85300
9-Sep-08,5.51,5.58,4.91,4.91,94700
8-Sep-08,5.77,6.05,5.50,5.56,36000
5-Sep-08,5.65,5.68,5.37,5.62,48100
4-Sep-08,6.03,6.03,5.75,5.76,43500
3-Sep-08,5.81,6.09,5.81,5.96,52900
2-Sep-08,6.25,6.39,5.91,5.92,41400
29-Aug-08,5.86,6.28,5.76,6.15,61300
28-Aug-08,5.93,5.96,5.81,5.86,42400
27-Aug-08,6.00,6.12,5.86,5.89,106400
26-Aug-08,6.00,6.00,5.85,5.89,38000
25-Aug-08,6.10,6.12,5.91,5.98,52200
22-Aug-08,6.10,6.10,5.91,6.03,72900
21-Aug-08,6.23,6.33,6.04,6.06,76200
20-Aug-08,6.27,6.52,6.20,6.29,44000
19-Aug-08,6.50,6.68,6.26,6.37,54400
18-Aug-08,7.29,7.30,6.50,6.50,137100
15-Aug-08,7.06,7.18,6.58,7.15,211000
14-Aug-08,6.17,6.38,6.17,6.34,29500
13-Aug-08,6.33,6.38,6.13,6.24,43100
12-Aug-08,6.10,6.30,6.10,6.24,45300
11-Aug-08,6.10,6.30,5.92,6.26,180600
8-Aug-08,6.00,6.00,5.85,5.93,36100
7-Aug-08,5.92,6.08,5.87,5.92,48900
6-Aug-08,6.48,6.48,5.80,6.07,37000
5-Aug-08,6.17,6.17,5.80,5.92,90500
4-Aug-08,6.31,6.34,5.88,6.08,72800
1-Aug-08,6.02,6.26,5.79,6.23,96600
31-Jul-08,5.87,6.18,5.45,5.92,97000
30-Jul-08,5.87,6.18,5.71,5.77,95800
29-Jul-08,5.65,6.10,5.48,5.78,106400
28-Jul-08,6.23,6.41,5.65,5.65,73200
25-Jul-08,6.48,6.69,6.13,6.33,53700
24-Jul-08,7.00,7.06,6.33,6.44,227100
23-Jul-08,6.34,6.80,6.34,6.78,158100
22-Jul-08,6.12,6.29,5.92,6.27,53600
21-Jul-08,6.24,6.32,6.03,6.17,64200
18-Jul-08,5.95,6.19,5.90,5.90,59000
17-Jul-08,5.98,6.12,5.66,5.89,73700
16-Jul-08,5.48,5.99,5.48,5.85,105200
15-Jul-08,5.32,5.40,5.06,5.38,143200
14-Jul-08,5.34,5.65,5.31,5.41,58900
11-Jul-08,5.55,5.73,5.30,5.40,177500
10-Jul-08,5.99,6.00,5.50,5.65,135000
9-Jul-08,5.91,6.20,5.82,5.90,127200
8-Jul-08,6.20,6.29,5.77,5.85,304200
7-Jul-08,6.72,6.90,6.20,6.20,205800
3-Jul-08,6.70,6.75,6.60,6.61,64900
2-Jul-08,6.80,7.05,6.60,6.78,196700
1-Jul-08,7.50,7.71,6.60,6.86,525700
30-Jun-08,6.28,7.96,6.19,7.77,1150200
27-Jun-08,6.51,6.61,6.40,6.40,36300
26-Jun-08,6.79,6.79,6.50,6.54,37100
25-Jun-08,6.60,7.02,6.56,6.75,76000
24-Jun-08,6.70,6.75,6.55,6.59,44800
23-Jun-08,6.94,6.94,6.71,6.77,46500
20-Jun-08,6.76,7.05,6.75,6.85,53400
19-Jun-08,6.75,6.91,6.53,6.75,135300
18-Jun-08,6.97,7.05,6.79,6.82,70700
17-Jun-08,7.15,7.15,6.98,6.98,38100
16-Jun-08,6.91,7.15,6.91,7.15,53700
13-Jun-08,6.88,7.15,6.88,6.90,65500
12-Jun-08,6.76,7.25,6.76,6.86,61400
11-Jun-08,7.01,7.10,6.75,6.82,93400
10-Jun-08,7.10,7.29,7.00,7.01,86100
9-Jun-08,7.32,7.40,7.19,7.22,17200
6-Jun-08,7.60,7.60,7.25,7.34,106000
5-Jun-08,7.57,7.69,7.47,7.69,108600
4-Jun-08,7.38,7.58,7.28,7.46,56800
3-Jun-08,7.34,7.61,7.25,7.35,126100
2-Jun-08,7.23,7.49,7.09,7.22,53800
30-May-08,7.40,7.63,7.40,7.47,24900
29-May-08,7.74,7.74,7.40,7.49,62600
28-May-08,7.36,7.62,7.31,7.45,140200
27-May-08,7.57,7.67,7.34,7.34,82500
23-May-08,8.06,8.20,7.42,7.65,218800
22-May-08,8.55,8.71,8.16,8.51,99100
21-May-08,8.73,8.93,8.50,8.50,54800
20-May-08,8.89,8.90,8.69,8.69,35200
19-May-08,8.61,9.14,8.56,8.84,104600
16-May-08,8.52,8.74,8.50,8.65,73000
15-May-08,8.65,8.74,8.45,8.58,60400
14-May-08,8.59,8.88,8.51,8.57,54800
13-May-08,8.63,8.77,8.55,8.63,57200
12-May-08,8.87,8.87,8.47,8.63,73500
9-May-08,8.74,8.89,8.50,8.72,43700
8-May-08,8.61,8.89,8.37,8.65,111600
7-May-08,8.95,9.11,8.52,8.63,239000
6-May-08,8.87,9.08,8.80,8.98,27700
5-May-08,9.26,9.26,8.80,8.99,118500
2-May-08,8.99,9.23,8.93,9.20,87400
1-May-08,9.00,9.02,8.54,8.73,190900
30-Apr-08,8.83,9.05,8.65,8.91,53400
29-Apr-08,9.11,9.18,8.59,8.70,58600
28-Apr-08,9.05,9.30,8.81,8.92,73900
25-Apr-08,8.54,9.29,8.54,9.29,58400
24-Apr-08,8.58,8.92,8.40,8.49,80200
23-Apr-08,9.13,9.13,8.50,8.66,106600
22-Apr-08,9.49,9.60,9.06,9.11,43100
21-Apr-08,9.69,9.77,9.53,9.65,27100
18-Apr-08,9.60,9.77,9.49,9.59,69700
17-Apr-08,9.13,9.46,9.10,9.25,37900
16-Apr-08,8.97,9.50,8.97,9.24,35300
